customer_id,age,gender,country,preferred_channel,loyalty_tier,registration_date,last_purchase_days_ago,total_purchases,avg_order_value,email_open_rate,app_sessions_30d,returns_rate,support_tickets_12m,nps_score,omnichannel_flag,preferred_brand,preferred_category,total_revenue,churned
CUST_02149,18,F,USA,mobile_app,Silver,2024-06-01,80,22,84.71,0.324,44,0.265,5,2.0,1,Stradivarius,Bags,1863.62,0
CUST_02150,41,NB,Germany,mobile_app,Gold,2024-12-22,182,44,88.65,0.251,55,0.281,2,9.0,1,Massimo Dutti,Bottoms,3900.6,0
CUST_02151,24,M,Brazil,mobile_app,Silver,2024-02-20,74,44,9.19,0.12,27,0.014,1,0.0,1,COS,Bottoms,404.36,0
CUST_02152,42,F,Brazil,instagram_shop,Silver,2024-11-20,147,30,35.57,0.395,34,0.061,2,0.0,1,Zara,Outerwear,1067.1,0
CUST_02153,38,F,Netherlands,instagram_shop,Gold,2023-06-20,233,23,22.37,0.3,17,0.181,1,8.0,1,COS,Footwear,514.51,0
CUST_02154,32,M,USA,loyalty_program,Silver,2024-05-16,142,12,36.25,0.258,40,0.185,4,9.0,0,Zara,Bottoms,435.0,0
CUST_02155,18,F,Poland,email_campaign,Gold,2024-10-27,150,14,39.12,0.14,43,0.276,3,9.0,0,Stradivarius,Sportswear,547.68,0
CUST_02156,29,F,Germany,email_campaign,Bronze,2023-07-12,132,36,52.99,0.227,47,0.003,3,4.0,1,COS,Bottoms,1907.64,0
CUST_02157,24,F,Poland,ecommerce,Gold,2023-07-08,239,45,112.77,0.618,47,0.154,2,6.0,1,Zara,Bags,5074.65,0
CUST_02158,32,F,Italy,instagram_shop,Silver,2023-09-07,315,72,144.86,0.177,18,0.093,0,10.0,1,H&M,Underwear,10429.92,0
CUST_02159,38,F,France,email_campaign,Bronze,2025-04-28,162,24,62.8,0.23,21,0.166,1,5.0,1,COS,Underwear,1507.2,0
CUST_02160,36,F,Netherlands,email_campaign,Bronze,2024-04-16,320,3,154.21,0.299,17,0.01,1,5.0,0,Uniqlo,Dresses,462.63,0
CUST_02161,46,F,France,mobile_app,Bronze,2025-04-26,250,78,106.09,0.331,36,0.327,4,3.0,1,H&M,Bags,8275.02,1
CUST_02162,42,M,Netherlands,mobile_app,Bronze,2025-06-25,128,51,50.99,0.334,53,0.041,6,8.0,1,COS,Footwear,2600.49,0
CUST_02163,50,F,UK,mobile_app,Gold,2023-07-12,274,75,176.41,0.433,11,0.043,7,1.0,0,Uniqlo,Bags,13230.75,1
CUST_02164,49,F,Germany,physical_store,Silver,2025-03-27,82,55,57.6,0.668,8,0.359,5,6.0,1,Zara,Sportswear,3168.0,0
CUST_02165,52,F,France,email_campaign,Platinum,2025-12-08,232,38,66.56,0.218,35,0.338,0,6.0,0,Uniqlo,Tops,2529.28,0
CUST_02166,61,F,Poland,mobile_app,Silver,2026-01-28,31,20,25.17,0.072,14,0.046,4,3.0,0,Massimo Dutti,Underwear,503.4,1
CUST_02167,55,F,Germany,mobile_app,Silver,2025-11-06,234,2,72.82,0.251,57,0.058,5,1.0,1,Zara,Tops,145.64,1
CUST_02168,43,F,Poland,instagram_shop,Bronze,2025-12-29,84,26,76.52,0.276,8,0.201,4,6.0,1,Bershka,Tops,1989.52,0
CUST_02169,28,F,USA,loyalty_program,Silver,2026-03-25,42,2,109.17,0.295,54,0.119,7,2.0,0,Uniqlo,Dresses,218.34,1
CUST_02170,52,M,France,mobile_app,Silver,2023-12-15,202,67,45.6,0.293,8,0.148,3,7.0,1,Massimo Dutti,Dresses,3055.2,0
CUST_02171,25,M,USA,instagram_shop,Gold,2025-06-30,251,74,30.5,0.476,45,0.09,1,4.0,0,COS,Footwear,2257.0,0
CUST_02172,63,M,Brazil,ecommerce,Silver,2024-12-20,85,42,75.75,0.171,50,0.042,4,1.0,1,Reserved,Outerwear,3181.5,1
CUST_02173,31,M,Italy,mobile_app,Silver,2025-11-19,183,40,98.65,0.617,47,0.044,4,8.0,1,Massimo Dutti,Bottoms,3946.0,0
CUST_02174,27,M,UK,loyalty_program,Bronze,2025-06-02,266,9,41.68,0.394,40,0.165,7,6.0,0,Stradivarius,Sportswear,375.12,0
CUST_02175,19,F,UK,instagram_shop,Silver,2026-03-20,71,2,27.87,0.114,30,0.267,4,7.0,1,Massimo Dutti,Accessories,55.74,0
CUST_02176,63,M,France,loyalty_program,Gold,2025-01-15,22,28,39.26,0.315,54,0.206,4,10.0,1,Mango,Sportswear,1099.28,0
CUST_02177,26,F,Spain,mobile_app,Silver,2023-06-07,76,3,194.43,0.356,54,0.083,3,3.0,1,Stradivarius,Accessories,583.29,0
CUST_02178,20,M,Italy,ecommerce,Bronze,2023-09-17,269,16,25.05,0.161,5,0.087,1,9.0,0,Reserved,Bags,400.8,1
CUST_02179,38,M,Portugal,mobile_app,Bronze,2024-03-04,168,4,24.52,0.345,45,0.105,2,8.0,1,Reserved,Accessories,98.08,0
CUST_02180,43,F,Netherlands,instagram_shop,Bronze,2025-12-05,353,23,243.4,0.301,57,0.015,1,7.0,0,COS,Accessories,5598.2,0
CUST_02181,25,F,UK,ecommerce,Silver,2023-07-23,351,77,48.17,0.253,49,0.261,7,10.0,1,Uniqlo,Bags,3709.09,1
CUST_02182,19,F,Germany,ecommerce,Bronze,2023-07-13,240,6,20.53,0.238,38,0.245,5,3.0,0,H&M,Jewelry,123.18,1
CUST_02183,23,M,Brazil,ecommerce,Gold,2026-03-06,51,74,17.62,0.337,14,0.174,0,4.0,0,COS,Bags,1303.88,0
CUST_02184,45,M,USA,physical_store,Bronze,2026-03-25,83,55,86.41,0.13,39,0.163,3,6.0,1,H&M,Bags,4752.55,0
CUST_02185,46,M,Portugal,instagram_shop,Bronze,2023-12-17,352,8,71.39,0.401,9,0.082,3,5.0,0,Mango,Jewelry,571.12,1
CUST_02186,43,F,Germany,physical_store,Gold,2026-03-14,90,73,86.97,0.39,0,0.289,2,10.0,1,Pull&Bear,Jewelry,6348.81,0
CUST_02187,42,M,France,loyalty_program,Silver,2026-03-04,13,64,27.41,0.286,7,0.031,7,7.0,1,Reserved,Underwear,1754.24,0
CUST_02188,29,F,Italy,ecommerce,Gold,2024-09-22,157,67,21.11,0.419,23,0.117,0,2.0,0,Bershka,Bags,1414.37,0
CUST_02189,22,M,UK,physical_store,Bronze,2024-08-28,199,41,84.03,0.062,20,0.191,1,0.0,1,Uniqlo,Underwear,3445.23,0
CUST_02190,51,F,Netherlands,mobile_app,Bronze,2026-03-03,154,40,23.65,0.305,47,0.016,1,0.0,0,Pull&Bear,Tops,946.0,0
CUST_02191,54,F,Portugal,physical_store,Bronze,2023-06-14,198,27,47.85,0.182,35,0.319,5,6.0,1,H&M,Accessories,1291.95,1
CUST_02192,32,F,UK,email_campaign,Bronze,2023-11-08,224,39,26.89,0.225,29,0.13,6,0.0,1,Uniqlo,Tops,1048.71,0
CUST_02193,61,M,Spain,loyalty_program,Gold,2025-04-05,118,53,204.08,0.792,49,0.527,7,6.0,1,Mango,Bottoms,10816.24,0
CUST_02194,53,NB,Spain,ecommerce,Bronze,2025-08-31,151,40,114.19,0.146,2,0.189,3,9.0,0,Massimo Dutti,Dresses,4567.6,0
CUST_02195,32,F,Spain,ecommerce,Platinum,2025-09-22,244,52,449.4,0.351,50,0.138,4,10.0,1,Mango,Sportswear,23368.8,1
CUST_02196,60,F,Brazil,loyalty_program,Silver,2025-06-07,75,37,91.01,0.258,5,0.187,3,9.0,0,Massimo Dutti,Bottoms,3367.37,0
CUST_02197,40,M,USA,loyalty_program,Silver,2024-11-30,213,67,70.15,0.233,37,0.17,7,0.0,0,Bershka,Underwear,4700.05,1
CUST_02198,23,F,France,instagram_shop,Platinum,2025-03-10,275,19,94.05,0.338,24,0.252,2,1.0,0,Massimo Dutti,Underwear,1786.95,0
CUST_02199,63,F,Germany,mobile_app,Bronze,2024-11-07,354,34,15.51,0.059,55,0.154,4,6.0,1,Pull&Bear,Jewelry,527.34,1
CUST_02200,61,F,UK,loyalty_program,Bronze,2024-04-12,244,78,13.11,0.148,40,0.024,5,7.0,0,Massimo Dutti,Footwear,1022.58,1
CUST_02201,60,F,Germany,loyalty_program,Silver,2024-10-07,178,66,96.46,0.163,58,0.113,0,2.0,1,Mango,Bottoms,6366.36,0
CUST_02202,62,M,Germany,instagram_shop,Bronze,2024-01-16,108,10,34.3,0.32,32,0.045,5,0.0,1,Bershka,Sportswear,343.0,0
CUST_02203,38,M,UK,loyalty_program,Platinum,2025-10-28,291,52,54.58,0.016,10,0.048,0,8.0,1,Bershka,Dresses,2838.16,1
CUST_02204,40,F,USA,physical_store,Platinum,2024-03-04,177,42,14.83,0.26,11,0.062,0,8.0,0,H&M,Underwear,622.86,0
CUST_02205,60,F,Brazil,email_campaign,Gold,2023-12-28,174,60,36.06,0.48,41,0.015,2,10.0,1,Stradivarius,Accessories,2163.6,0
CUST_02206,33,M,Brazil,email_campaign,Platinum,2023-09-10,93,2,40.89,0.147,43,0.183,6,9.0,0,Stradivarius,Bottoms,81.78,0
CUST_02207,64,F,Italy,email_campaign,Silver,2024-11-25,100,1,114.42,0.447,0,0.261,6,6.0,1,Reserved,Dresses,114.42,0
CUST_02208,32,M,France,loyalty_program,Silver,2024-12-31,181,50,60.73,0.305,3,0.314,3,5.0,1,Bershka,Dresses,3036.5,1
CUST_02209,42,F,Italy,email_campaign,Bronze,2024-08-01,159,36,18.1,0.197,4,0.069,6,3.0,1,H&M,Dresses,651.6,0
CUST_02210,53,F,USA,mobile_app,Silver,2025-10-24,96,22,36.0,0.161,54,0.296,1,3.0,0,Uniqlo,Footwear,792.0,0
CUST_02211,28,M,Germany,physical_store,Bronze,2026-02-02,232,36,132.61,0.308,34,0.052,1,7.0,0,Stradivarius,Tops,4773.96,0
CUST_02212,32,M,France,email_campaign,Gold,2025-09-28,251,3,38.05,0.23,58,0.04,2,6.0,1,Uniqlo,Sportswear,114.15,0
CUST_02213,21,F,Italy,ecommerce,Platinum,2023-12-29,340,44,112.21,0.098,10,0.252,2,8.0,0,H&M,Sportswear,4937.24,0
CUST_02214,38,M,Italy,loyalty_program,Bronze,2024-02-21,67,16,35.25,0.138,29,0.42,2,10.0,0,COS,Jewelry,564.0,0
CUST_02215,30,F,Spain,physical_store,Bronze,2024-02-25,237,11,71.37,0.342,32,0.271,3,5.0,0,Massimo Dutti,Jewelry,785.07,0
CUST_02216,39,F,Brazil,mobile_app,Bronze,2023-08-07,19,10,57.23,0.175,39,0.054,2,6.0,1,Stradivarius,Accessories,572.3,0
CUST_02217,36,NB,Poland,email_campaign,Gold,2025-12-14,287,51,50.07,0.244,20,0.24,7,5.0,1,Massimo Dutti,Footwear,2553.57,1
CUST_02218,51,M,Italy,mobile_app,Silver,2026-03-19,288,42,19.12,0.275,52,0.196,5,2.0,0,Stradivarius,Dresses,803.04,0
CUST_02219,31,M,Portugal,loyalty_program,Silver,2025-04-22,207,25,15.02,0.225,21,0.057,7,8.0,1,Zara,Underwear,375.5,1
CUST_02220,21,F,Spain,email_campaign,Gold,2025-10-20,311,6,66.33,0.125,24,0.228,0,3.0,1,Pull&Bear,Outerwear,397.98,0
CUST_02221,63,F,Germany,ecommerce,Bronze,2023-06-19,103,44,56.24,0.382,33,0.251,1,1.0,0,Massimo Dutti,Sportswear,2474.56,0
CUST_02222,44,F,Netherlands,physical_store,Silver,2023-11-01,159,8,35.65,0.396,42,0.11,5,10.0,1,Stradivarius,Footwear,285.2,0
CUST_02223,46,F,Brazil,ecommerce,Silver,2024-05-29,195,34,27.12,0.078,3,0.134,7,0.0,1,Reserved,Jewelry,922.08,1
CUST_02224,64,M,USA,email_campaign,Bronze,2025-09-24,51,41,159.3,0.146,11,0.243,6,4.0,1,Mango,Accessories,6531.3,1
CUST_02225,45,F,UK,instagram_shop,Bronze,2026-01-10,224,1,120.59,0.468,3,0.183,3,3.0,1,Massimo Dutti,Dresses,120.59,1
CUST_02226,52,M,USA,physical_store,Gold,2024-12-23,202,3,99.18,0.503,22,0.294,4,3.0,0,COS,Jewelry,297.54,0
CUST_02227,25,F,Spain,mobile_app,Platinum,2025-01-30,92,52,198.3,0.381,37,0.001,7,0.0,1,Stradivarius,Tops,10311.6,1
CUST_02228,33,F,Portugal,email_campaign,Silver,2023-08-08,155,77,22.67,0.096,5,0.145,5,1.0,0,Mango,Footwear,1745.59,0
CUST_02229,59,F,USA,ecommerce,Gold,2024-09-29,176,43,68.07,0.362,57,0.118,7,1.0,0,Mango,Outerwear,2927.01,0
CUST_02230,53,F,Portugal,loyalty_program,Bronze,2026-01-02,110,47,17.96,0.088,45,0.036,7,9.0,0,Mango,Bags,844.12,0
CUST_02231,47,F,UK,instagram_shop,Platinum,2025-11-06,299,19,39.57,0.199,32,0.246,7,0.0,0,Bershka,Dresses,751.83,0
CUST_02232,35,NB,Netherlands,loyalty_program,Bronze,2024-09-10,223,70,42.6,0.338,40,0.054,6,5.0,0,Pull&Bear,Jewelry,2982.0,1
CUST_02233,19,F,Brazil,email_campaign,Silver,2026-01-30,179,47,31.7,0.321,54,0.151,3,8.0,0,COS,Sportswear,1489.9,0
CUST_02234,30,M,Brazil,mobile_app,Bronze,2025-04-05,226,78,52.88,0.252,34,0.22,5,6.0,0,Stradivarius,Dresses,4124.64,1
CUST_02235,21,F,Poland,ecommerce,Gold,2024-07-02,75,5,305.13,0.557,57,0.277,4,0.0,1,Stradivarius,Accessories,1525.65,0
CUST_02236,43,NB,Portugal,physical_store,Bronze,2026-03-06,71,64,67.31,0.583,51,0.302,1,0.0,0,Zara,Bags,4307.84,0
CUST_02237,42,F,UK,instagram_shop,Bronze,2025-02-07,328,45,119.59,0.446,32,0.044,6,3.0,1,Bershka,Tops,5381.55,0
CUST_02238,47,M,Italy,email_campaign,Bronze,2025-06-16,209,64,59.3,0.397,49,0.172,2,6.0,1,Reserved,Outerwear,3795.2,1
CUST_02239,28,F,Italy,email_campaign,Bronze,2024-01-13,103,45,14.3,0.266,5,0.085,4,3.0,1,Pull&Bear,Tops,643.5,0
CUST_02240,24,M,Germany,email_campaign,Bronze,2025-11-01,41,36,32.96,0.239,6,0.017,2,2.0,1,Stradivarius,Outerwear,1186.56,0
CUST_02241,48,M,Portugal,email_campaign,Silver,2024-08-03,334,9,35.59,0.371,20,0.128,0,1.0,0,H&M,Footwear,320.31,1
CUST_02242,61,F,France,ecommerce,Bronze,2025-05-10,280,23,52.77,0.263,14,0.323,4,5.0,0,Bershka,Accessories,1213.71,0
CUST_02243,27,F,USA,physical_store,Bronze,2024-12-01,30,32,88.55,0.332,1,0.203,6,10.0,0,Zara,Outerwear,2833.6,0
CUST_02244,56,F,Germany,mobile_app,Bronze,2024-02-01,243,45,108.76,0.146,22,0.076,2,3.0,1,Reserved,Bags,4894.2,0
CUST_02245,30,M,Germany,instagram_shop,Bronze,2024-05-28,52,28,72.17,0.228,54,0.072,1,6.0,1,Stradivarius,Footwear,2020.76,0
CUST_02246,48,F,Germany,email_campaign,Silver,2024-02-11,57,52,127.53,0.358,2,0.1,5,7.0,1,Stradivarius,Sportswear,6631.56,1
CUST_02247,24,F,UK,loyalty_program,Silver,2025-06-25,190,11,32.4,0.582,11,0.157,1,2.0,1,COS,Sportswear,356.4,1
CUST_02248,59,F,Brazil,email_campaign,Bronze,2025-10-29,79,19,85.56,0.144,48,0.108,1,10.0,0,Bershka,Bottoms,1625.64,0
CUST_02249,59,F,Germany,physical_store,Bronze,2023-06-17,196,64,81.48,0.335,14,0.2,7,4.0,1,Reserved,Underwear,5214.72,1
CUST_02250,53,M,Brazil,physical_store,Silver,2024-04-29,197,65,112.25,0.171,32,0.037,4,8.0,1,H&M,Sportswear,7296.25,1
CUST_02251,37,F,Brazil,ecommerce,Silver,2025-12-19,31,73,30.37,0.294,45,0.243,6,9.0,0,Massimo Dutti,Dresses,2217.01,1
CUST_02252,21,M,Portugal,ecommerce,Bronze,2025-09-19,332,57,238.18,0.151,12,0.24,4,5.0,1,Reserved,Tops,13576.26,1
CUST_02253,24,M,UK,loyalty_program,Bronze,2023-10-25,30,66,29.07,0.124,12,0.153,4,4.0,0,COS,Jewelry,1918.62,1
CUST_02254,18,F,Brazil,loyalty_program,Bronze,2024-12-18,113,4,37.68,0.183,58,0.088,6,2.0,1,Mango,Bags,150.72,1
CUST_02255,61,M,Germany,ecommerce,Bronze,2025-11-03,138,29,99.17,0.169,27,0.226,5,4.0,0,Mango,Bottoms,2875.93,0
CUST_02256,62,F,UK,instagram_shop,Bronze,2024-05-10,222,4,15.55,0.772,12,0.151,1,5.0,1,Zara,Dresses,62.2,0
CUST_02257,59,F,Germany,loyalty_program,Bronze,2024-01-16,172,1,25.87,0.383,23,0.121,0,4.0,0,Mango,Bags,25.87,1
CUST_02258,64,F,Spain,ecommerce,Bronze,2024-06-08,155,18,58.51,0.469,38,0.438,4,8.0,1,COS,Bags,1053.18,0
CUST_02259,30,M,USA,email_campaign,Silver,2026-02-06,276,13,12.7,0.356,29,0.104,1,7.0,1,Stradivarius,Underwear,165.1,0
CUST_02260,39,F,Spain,ecommerce,Platinum,2024-09-25,220,70,28.86,0.289,35,0.093,1,10.0,0,Mango,Accessories,2020.2,0
CUST_02261,38,F,Spain,instagram_shop,Silver,2023-09-28,276,49,58.58,0.148,3,0.175,0,6.0,1,H&M,Bottoms,2870.42,0
CUST_02262,39,F,Portugal,ecommerce,Silver,2023-07-08,12,47,28.27,0.227,12,0.352,7,6.0,1,Bershka,Dresses,1328.69,1
CUST_02263,45,F,France,ecommerce,Bronze,2024-12-26,85,30,227.14,0.464,11,0.266,0,5.0,1,Reserved,Dresses,6814.2,0
CUST_02264,26,M,USA,email_campaign,Bronze,2024-04-09,222,27,97.53,0.104,0,0.204,2,2.0,1,Massimo Dutti,Jewelry,2633.31,0
CUST_02265,43,F,Portugal,loyalty_program,Bronze,2024-02-29,49,72,78.33,0.095,43,0.198,0,4.0,1,Zara,Outerwear,5639.76,0
CUST_02266,26,M,Germany,email_campaign,Silver,2023-11-05,180,28,61.09,0.357,59,0.018,7,5.0,1,Uniqlo,Tops,1710.52,0
CUST_02267,32,F,Portugal,email_campaign,Silver,2025-03-23,10,2,100.83,0.739,48,0.024,5,5.0,1,Uniqlo,Tops,201.66,1
CUST_02268,27,M,Germany,ecommerce,Gold,2024-02-19,261,20,57.18,0.666,16,0.168,3,2.0,1,COS,Underwear,1143.6,0
CUST_02269,41,F,France,email_campaign,Bronze,2025-10-14,320,75,24.71,0.564,23,0.062,7,2.0,1,Pull&Bear,Accessories,1853.25,1
CUST_02270,59,F,Brazil,physical_store,Bronze,2024-08-11,186,78,71.77,0.393,33,0.124,5,9.0,0,Reserved,Outerwear,5598.06,0
CUST_02271,25,F,Portugal,mobile_app,Silver,2024-11-19,229,24,30.8,0.199,38,0.018,7,0.0,0,H&M,Tops,739.2,1
CUST_02272,41,M,Poland,mobile_app,Silver,2025-11-08,158,77,76.91,0.246,41,0.275,6,3.0,0,Mango,Jewelry,5922.07,0
CUST_02273,33,F,Brazil,email_campaign,Bronze,2025-10-21,273,72,69.15,0.183,6,0.119,7,1.0,1,Bershka,Jewelry,4978.8,1
CUST_02274,43,M,Netherlands,loyalty_program,Silver,2024-10-06,323,44,32.95,0.167,22,0.153,2,10.0,1,H&M,Dresses,1449.8,0
CUST_02275,44,M,Portugal,instagram_shop,Bronze,2025-05-27,21,21,283.38,0.14,20,0.208,1,3.0,0,Stradivarius,Dresses,5950.98,0
CUST_02276,54,F,Germany,email_campaign,Silver,2024-02-19,16,22,151.36,0.759,53,0.077,2,3.0,0,Mango,Bags,3329.92,0
CUST_02277,21,F,USA,loyalty_program,Bronze,2025-05-27,283,73,52.25,0.364,42,0.178,4,8.0,0,Stradivarius,Tops,3814.25,0
CUST_02278,41,F,Portugal,email_campaign,Silver,2024-01-31,115,58,81.94,0.173,59,0.195,7,10.0,0,Stradivarius,Underwear,4752.52,0
CUST_02279,36,F,Germany,ecommerce,Silver,2024-06-28,6,11,71.33,0.372,23,0.031,7,7.0,1,Stradivarius,Underwear,784.63,0
CUST_02280,53,M,France,loyalty_program,Platinum,2024-03-30,298,53,35.42,0.157,35,0.022,6,1.0,1,Reserved,Bottoms,1877.26,1
CUST_02281,56,M,Spain,instagram_shop,Gold,2025-09-01,259,9,86.22,0.273,2,0.225,3,6.0,0,COS,Tops,775.98,0
CUST_02282,27,M,Portugal,email_campaign,Silver,2025-10-02,40,67,46.65,0.203,28,0.122,0,5.0,0,Uniqlo,Sportswear,3125.55,0
CUST_02283,42,F,Italy,physical_store,Bronze,2026-03-28,276,52,17.76,0.673,27,0.18,7,6.0,1,Zara,Accessories,923.52,1
CUST_02284,35,F,Netherlands,loyalty_program,Bronze,2024-07-15,232,13,36.27,0.388,1,0.007,1,6.0,0,Massimo Dutti,Dresses,471.51,0
CUST_02285,36,F,Italy,mobile_app,Bronze,2023-10-10,7,1,36.44,0.481,3,0.165,5,6.0,1,Uniqlo,Sportswear,36.44,0
CUST_02286,53,M,Brazil,loyalty_program,Bronze,2024-03-31,315,44,11.61,0.122,16,0.113,3,2.0,0,Zara,Jewelry,510.84,0
CUST_02287,27,F,Brazil,physical_store,Bronze,2024-10-02,93,75,158.86,0.36,19,0.147,6,10.0,0,Uniqlo,Bottoms,11914.5,0
CUST_02288,50,M,Spain,physical_store,Silver,2025-09-10,308,24,35.85,0.224,35,0.088,2,9.0,1,Massimo Dutti,Sportswear,860.4,1
CUST_02289,22,F,Spain,physical_store,Bronze,2025-07-10,21,5,40.37,0.485,56,0.089,2,3.0,1,Stradivarius,Tops,201.85,0
CUST_02290,64,F,Brazil,instagram_shop,Bronze,2025-10-11,11,66,330.53,0.088,25,0.063,5,7.0,1,H&M,Dresses,21814.98,0
CUST_02291,52,F,Portugal,instagram_shop,Silver,2025-03-20,50,20,25.03,0.181,56,0.201,7,6.0,1,Massimo Dutti,Bottoms,500.6,1
CUST_02292,61,F,UK,loyalty_program,Silver,2023-11-07,265,64,50.63,0.235,21,0.207,1,8.0,0,Stradivarius,Sportswear,3240.32,0
CUST_02293,51,F,Portugal,instagram_shop,Silver,2023-10-01,45,15,15.31,0.092,18,0.097,1,7.0,0,H&M,Bags,229.65,0
CUST_02294,50,M,Netherlands,mobile_app,Silver,2023-05-24,285,68,32.72,0.219,30,0.005,3,0.0,1,Stradivarius,Outerwear,2224.96,1
CUST_02295,38,M,Brazil,ecommerce,Bronze,2023-12-24,318,54,35.98,0.346,41,0.131,0,9.0,0,COS,Dresses,1942.92,0
CUST_02296,34,F,Italy,loyalty_program,Bronze,2025-09-08,271,11,133.76,0.278,59,0.021,0,8.0,0,Uniqlo,Bags,1471.36,0
CUST_02297,39,F,Spain,email_campaign,Gold,2026-02-13,275,23,28.02,0.151,24,0.086,2,7.0,1,Uniqlo,Jewelry,644.46,0
CUST_02298,54,F,Italy,email_campaign,Bronze,2025-10-06,35,1,107.81,0.315,29,0.112,5,1.0,0,Zara,Dresses,107.81,0
CUST_02299,32,M,Brazil,loyalty_program,Silver,2024-04-13,141,42,473.45,0.334,47,0.024,5,3.0,1,Stradivarius,Bags,19884.9,1
CUST_02300,52,F,France,ecommerce,Bronze,2025-09-29,144,47,221.45,0.34,53,0.027,3,10.0,1,Stradivarius,Tops,10408.15,0
CUST_02301,45,M,Brazil,email_campaign,Gold,2024-06-12,323,68,5.57,0.557,8,0.135,6,0.0,0,COS,Bottoms,378.76,0
CUST_02302,24,F,Poland,loyalty_program,Silver,2024-02-09,245,38,81.07,0.22,41,0.045,3,2.0,0,Mango,Outerwear,3080.66,1
CUST_02303,49,F,Netherlands,loyalty_program,Silver,2026-03-13,351,2,191.93,0.387,29,0.1,4,4.0,0,H&M,Sportswear,383.86,0
CUST_02304,28,M,Poland,physical_store,Bronze,2024-08-18,311,45,28.15,0.065,40,0.39,1,1.0,1,Massimo Dutti,Accessories,1266.75,1
CUST_02305,27,F,USA,mobile_app,Platinum,2023-12-12,193,27,51.0,0.23,31,0.261,0,0.0,1,Zara,Dresses,1377.0,0
CUST_02306,26,F,Italy,email_campaign,Silver,2024-02-03,35,77,42.5,0.51,46,0.08,3,10.0,1,Reserved,Tops,3272.5,0
CUST_02307,31,F,France,mobile_app,Bronze,2025-10-16,272,61,117.18,0.262,58,0.17,5,8.0,1,Mango,Accessories,7147.98,0
CUST_02308,30,F,Netherlands,loyalty_program,Silver,2024-11-26,178,11,37.29,0.284,44,0.107,1,2.0,1,Mango,Jewelry,410.19,0
CUST_02309,42,F,Germany,ecommerce,Bronze,2025-04-25,270,69,251.86,0.172,47,0.142,7,0.0,0,Stradivarius,Outerwear,17378.34,0
CUST_02310,19,M,USA,loyalty_program,Bronze,2024-02-18,318,29,145.97,0.1,14,0.282,2,5.0,0,H&M,Jewelry,4233.13,0
CUST_02311,52,M,UK,email_campaign,Bronze,2025-04-25,151,25,15.57,0.114,35,0.16,0,10.0,1,H&M,Jewelry,389.25,0
CUST_02312,24,F,Poland,mobile_app,Silver,2025-06-27,99,78,15.73,0.655,34,0.102,3,3.0,1,COS,Bags,1226.94,0
CUST_02313,38,M,Netherlands,physical_store,Silver,2024-10-04,29,54,64.58,0.4,0,0.188,2,3.0,1,Zara,Jewelry,3487.32,0
CUST_02314,35,F,Netherlands,physical_store,Silver,2024-07-30,150,48,45.99,0.431,20,0.068,5,0.0,1,Uniqlo,Sportswear,2207.52,0
CUST_02315,20,F,Poland,loyalty_program,Silver,2024-10-05,208,46,51.4,0.094,35,0.227,4,0.0,1,H&M,Jewelry,2364.4,1
CUST_02316,59,F,USA,ecommerce,Silver,2023-07-03,349,41,34.62,0.277,2,0.112,5,9.0,0,Mango,Sportswear,1419.42,1
CUST_02317,56,F,France,instagram_shop,Bronze,2025-06-13,262,41,23.33,0.211,14,0.031,6,2.0,0,H&M,Footwear,956.53,0
CUST_02318,58,F,France,email_campaign,Bronze,2025-11-29,210,61,55.79,0.235,23,0.248,7,7.0,1,H&M,Sportswear,3403.19,0
CUST_02319,28,NB,Spain,loyalty_program,Bronze,2025-04-30,89,11,79.61,0.574,15,0.163,6,9.0,1,Zara,Tops,875.71,0
CUST_02320,56,F,Portugal,physical_store,Bronze,2023-10-30,237,44,125.55,0.244,57,0.004,6,3.0,1,Uniqlo,Sportswear,5524.2,1
CUST_02321,41,F,USA,physical_store,Platinum,2024-09-19,248,32,143.05,0.256,6,0.083,4,10.0,1,Zara,Underwear,4577.6,0
CUST_02322,63,F,Italy,ecommerce,Gold,2023-11-27,258,49,56.43,0.246,15,0.236,4,1.0,0,Massimo Dutti,Footwear,2765.07,1
CUST_02323,36,M,Italy,physical_store,Bronze,2024-08-02,192,6,72.66,0.587,27,0.067,5,4.0,1,Zara,Footwear,435.96,1
CUST_02324,21,M,USA,email_campaign,Bronze,2023-07-21,96,57,14.26,0.119,49,0.276,5,7.0,0,Reserved,Tops,812.82,0
CUST_02325,43,F,Poland,ecommerce,Platinum,2025-11-01,36,6,96.94,0.128,11,0.245,2,8.0,0,Reserved,Accessories,581.64,0
CUST_02326,55,F,Italy,mobile_app,Bronze,2024-03-29,96,47,159.34,0.293,24,0.086,6,4.0,1,Mango,Dresses,7488.98,0
CUST_02327,59,F,Italy,ecommerce,Silver,2024-11-08,37,63,92.21,0.349,29,0.195,0,2.0,1,Mango,Outerwear,5809.23,0
CUST_02328,49,F,Portugal,email_campaign,Bronze,2024-11-18,234,49,52.54,0.146,7,0.147,2,5.0,0,Massimo Dutti,Underwear,2574.46,0
CUST_02329,56,F,Netherlands,email_campaign,Silver,2023-06-27,102,22,25.37,0.19,10,0.317,2,5.0,0,Pull&Bear,Underwear,558.14,0
CUST_02330,62,F,Netherlands,mobile_app,Platinum,2025-03-03,180,67,25.42,0.193,59,0.264,6,10.0,1,H&M,Jewelry,1703.14,1
