transaction_id,customer_id,date,season,brand,category,channel,quantity,unit_price,discount_applied,total_amount,returned
TXN_863681,CUST_01779,2024-06-02,FW23,Zara,Accessories,mobile_app,2,67.5,0.31,93.15,0
TXN_324498,CUST_06070,2025-11-29,FW24,Mango,Dresses,loyalty_program,5,287.0,0.36,918.4,0
TXN_680005,CUST_04510,2025-06-06,FW23,Uniqlo,Bottoms,physical_store,5,31.85,0.12,140.14,0
TXN_666402,CUST_01664,2024-05-17,SS24,Massimo Dutti,Footwear,physical_store,2,238.9,0.34,315.35,0
TXN_879784,CUST_07229,2026-01-01,FW24,Uniqlo,Bottoms,instagram_shop,4,220.18,0.19,713.38,0
TXN_366229,CUST_04731,2025-08-26,FW24,COS,Dresses,mobile_app,1,175.59,0.1,158.03,0
TXN_282798,CUST_03605,2024-08-26,SS23,Mango,Tops,physical_store,5,137.24,0.07,638.17,0
TXN_621877,CUST_05888,2024-06-23,SS23,Uniqlo,Sportswear,loyalty_program,5,145.86,0.21,576.15,0
TXN_644153,CUST_01990,2025-12-16,FW23,Mango,Tops,loyalty_program,5,285.85,0.38,886.13,0
TXN_156927,CUST_04489,2025-12-20,FW23,Mango,Tops,ecommerce,3,125.16,0.32,255.33,0
TXN_588219,CUST_04248,2024-10-16,FW24,Stradivarius,Outerwear,loyalty_program,4,185.9,0.38,461.03,0
TXN_660977,CUST_03230,2024-06-22,SS23,Zara,Outerwear,ecommerce,5,113.63,0.09,517.02,0
TXN_954246,CUST_04691,2025-07-01,SS24,H&M,Sportswear,ecommerce,2,277.53,0.26,410.74,0
TXN_198114,CUST_00187,2025-11-21,FW23,COS,Bottoms,loyalty_program,2,262.87,0.23,404.82,1
TXN_390648,CUST_05355,2025-05-15,FW23,Zara,Jewelry,mobile_app,1,36.81,0.08,33.87,0
TXN_820134,CUST_04861,2024-09-23,FW24,H&M,Jewelry,ecommerce,4,297.72,0.03,1155.15,0
TXN_221173,CUST_01697,2025-03-25,FW23,H&M,Sportswear,instagram_shop,1,193.64,0.29,137.48,0
TXN_882259,CUST_05516,2024-06-29,SS23,H&M,Dresses,instagram_shop,2,25.51,0.24,38.78,0
TXN_747504,CUST_05911,2026-01-19,SS23,Bershka,Bottoms,loyalty_program,2,274.84,0.02,538.69,0
TXN_307567,CUST_07581,2024-06-28,FW23,Zara,Footwear,email_campaign,5,230.38,0.37,725.7,0
TXN_792413,CUST_01465,2025-02-19,FW24,Reserved,Bags,ecommerce,4,107.81,0.21,340.68,0
TXN_928204,CUST_04574,2025-07-22,FW24,Massimo Dutti,Bottoms,physical_store,2,39.12,0.11,69.63,0
TXN_400640,CUST_03076,2024-09-23,FW23,Zara,Jewelry,mobile_app,3,294.77,0.06,831.25,0
TXN_878160,CUST_06029,2025-05-13,SS23,Uniqlo,Jewelry,email_campaign,4,253.49,0.03,983.54,0
TXN_201888,CUST_01874,2025-12-26,FW24,H&M,Bottoms,physical_store,5,153.99,0.01,762.25,0
TXN_506185,CUST_02514,2025-02-26,FW23,Uniqlo,Tops,physical_store,3,169.4,0.22,396.4,0
TXN_156429,CUST_03460,2025-11-28,SS23,Stradivarius,Jewelry,mobile_app,1,50.84,0.19,41.18,0
TXN_728167,CUST_05074,2025-09-12,SS23,Bershka,Dresses,instagram_shop,5,153.5,0.02,752.15,0
TXN_395068,CUST_04350,2024-09-09,SS23,Stradivarius,Accessories,physical_store,1,129.57,0.05,123.09,0
TXN_399322,CUST_00265,2024-06-05,FW23,Zara,Dresses,ecommerce,1,74.32,0.28,53.51,1
TXN_905738,CUST_05241,2025-04-30,FW24,Stradivarius,Underwear,physical_store,4,287.4,0.23,885.19,1
TXN_464938,CUST_03047,2026-03-01,SS24,Pull&Bear,Bottoms,mobile_app,3,138.41,0.27,303.12,0
TXN_584175,CUST_03556,2024-12-31,SS23,H&M,Tops,email_campaign,1,49.68,0.32,33.78,0
TXN_945253,CUST_07466,2026-01-05,FW24,Massimo Dutti,Outerwear,ecommerce,5,45.55,0.08,209.53,0
TXN_269737,CUST_03471,2025-03-24,SS23,Massimo Dutti,Tops,email_campaign,3,231.39,0.04,666.4,0
TXN_131962,CUST_07114,2024-06-19,SS23,Stradivarius,Tops,instagram_shop,3,139.84,0.06,394.35,0
TXN_358477,CUST_00441,2025-10-18,FW24,Uniqlo,Accessories,ecommerce,5,22.3,0.18,91.43,0
TXN_615934,CUST_02459,2025-07-16,FW23,Pull&Bear,Bottoms,ecommerce,3,291.28,0.38,541.78,0
TXN_657519,CUST_07040,2026-04-11,SS24,Bershka,Underwear,loyalty_program,1,173.88,0.07,161.71,0
TXN_688521,CUST_00044,2024-09-03,SS24,Uniqlo,Outerwear,email_campaign,3,153.88,0.08,424.71,0
TXN_512744,CUST_03578,2025-11-27,FW23,H&M,Accessories,email_campaign,4,277.36,0.34,732.23,0
TXN_598077,CUST_00155,2024-11-15,SS23,Zara,Footwear,instagram_shop,2,250.89,0.28,361.28,0
TXN_717940,CUST_00204,2025-02-25,SS23,H&M,Tops,instagram_shop,1,100.06,0.13,87.05,1
TXN_120602,CUST_06135,2024-12-25,SS24,COS,Outerwear,email_campaign,4,46.04,0.1,165.74,1
TXN_761729,CUST_05705,2026-02-26,SS24,COS,Tops,physical_store,5,229.6,0.34,757.68,0
TXN_367933,CUST_05001,2024-06-22,SS23,COS,Footwear,loyalty_program,1,101.82,0.07,94.69,1
TXN_616763,CUST_05233,2024-12-14,FW23,H&M,Outerwear,instagram_shop,4,237.15,0.21,749.39,1
TXN_683576,CUST_06143,2025-02-11,SS24,H&M,Underwear,instagram_shop,1,245.95,0.15,209.06,0
TXN_608581,CUST_03931,2025-12-05,SS24,Uniqlo,Outerwear,mobile_app,2,150.63,0.38,186.78,0
TXN_640423,CUST_05486,2025-02-13,SS24,COS,Jewelry,ecommerce,2,71.16,0.28,102.47,1
TXN_376943,CUST_01352,2025-02-04,FW24,Mango,Tops,mobile_app,1,29.42,0.33,19.71,0
TXN_985261,CUST_01405,2026-03-15,SS23,H&M,Underwear,ecommerce,5,143.61,0.36,459.55,0
TXN_372096,CUST_00778,2024-06-29,SS23,Uniqlo,Accessories,loyalty_program,1,192.93,0.26,142.77,1
TXN_917930,CUST_04789,2024-09-28,FW24,Mango,Dresses,ecommerce,5,182.68,0.35,593.71,0
TXN_403842,CUST_07600,2026-04-14,SS23,H&M,Bags,instagram_shop,5,156.05,0.24,592.99,0
TXN_573213,CUST_07756,2025-06-29,SS24,Massimo Dutti,Bags,loyalty_program,5,50.08,0.3,175.28,0
TXN_112094,CUST_04416,2024-09-29,FW23,Zara,Tops,physical_store,4,292.02,0.15,992.87,1
TXN_198248,CUST_06789,2026-03-20,FW23,Uniqlo,Underwear,email_campaign,4,147.54,0.19,478.03,0
TXN_800431,CUST_00688,2025-07-04,FW23,Massimo Dutti,Sportswear,loyalty_program,5,126.93,0.31,437.91,1
TXN_629202,CUST_01232,2025-08-03,FW24,Pull&Bear,Jewelry,loyalty_program,2,183.96,0.17,305.37,0
TXN_340477,CUST_05844,2024-06-25,SS23,Reserved,Dresses,email_campaign,1,87.46,0.24,66.47,0
TXN_678654,CUST_05261,2026-01-11,FW23,Mango,Sportswear,physical_store,3,133.86,0.2,321.26,1
TXN_212206,CUST_06381,2024-10-12,FW24,COS,Underwear,mobile_app,2,106.65,0.15,181.31,0
TXN_836111,CUST_05240,2024-07-20,SS24,COS,Underwear,instagram_shop,1,266.57,0.37,167.94,1
TXN_378548,CUST_03711,2025-08-25,SS24,Mango,Dresses,instagram_shop,3,281.3,0.17,700.44,0
TXN_267570,CUST_07646,2025-12-01,SS24,COS,Outerwear,loyalty_program,5,108.02,0.15,459.08,0
TXN_701746,CUST_07865,2025-07-29,FW23,Reserved,Bags,instagram_shop,5,168.54,0.0,842.7,1
TXN_557082,CUST_01126,2024-05-23,SS24,Pull&Bear,Sportswear,mobile_app,5,76.1,0.02,372.89,1
TXN_753513,CUST_06824,2025-02-05,SS23,H&M,Footwear,ecommerce,5,176.96,0.17,734.38,0
TXN_360345,CUST_02930,2026-01-11,FW23,Uniqlo,Underwear,ecommerce,5,269.85,0.4,809.55,0
TXN_458328,CUST_01528,2025-09-30,FW23,Zara,Footwear,physical_store,4,218.71,0.36,559.9,1
TXN_834351,CUST_00179,2024-11-29,FW23,Stradivarius,Footwear,physical_store,1,126.17,0.31,87.06,0
TXN_433325,CUST_05327,2025-12-09,SS23,Uniqlo,Footwear,physical_store,3,46.12,0.04,132.83,0
TXN_892309,CUST_06064,2024-10-03,FW24,H&M,Bags,mobile_app,4,126.59,0.03,491.17,0
TXN_143862,CUST_04478,2024-09-05,SS23,Pull&Bear,Sportswear,email_campaign,5,176.23,0.22,687.3,0
TXN_642084,CUST_06945,2026-01-27,SS23,Uniqlo,Accessories,email_campaign,3,33.08,0.11,88.32,0
TXN_746413,CUST_05432,2025-03-29,FW23,COS,Underwear,loyalty_program,4,284.67,0.22,888.17,1
TXN_694774,CUST_02558,2024-10-21,SS23,Stradivarius,Accessories,email_campaign,4,100.36,0.2,321.15,0
TXN_857471,CUST_04907,2025-06-19,FW23,Zara,Sportswear,physical_store,1,42.08,0.25,31.56,0
TXN_218896,CUST_00576,2024-05-23,FW24,H&M,Underwear,loyalty_program,4,267.84,0.02,1049.93,0
TXN_946729,CUST_03234,2025-09-16,FW23,Pull&Bear,Accessories,mobile_app,5,165.96,0.31,572.56,0
TXN_443569,CUST_03050,2024-05-10,SS23,Pull&Bear,Sportswear,ecommerce,2,38.99,0.23,60.04,0
TXN_946194,CUST_01113,2026-04-11,SS24,Massimo Dutti,Jewelry,physical_store,5,200.25,0.23,770.96,0
TXN_815557,CUST_07087,2026-03-19,SS24,Massimo Dutti,Jewelry,instagram_shop,3,276.94,0.4,498.49,0
TXN_374864,CUST_01325,2024-12-13,SS23,Reserved,Accessories,instagram_shop,4,24.49,0.32,66.61,0
TXN_698957,CUST_03691,2024-12-21,SS24,Stradivarius,Outerwear,mobile_app,4,108.57,0.36,277.94,1
TXN_920228,CUST_03027,2024-08-21,SS24,Pull&Bear,Underwear,mobile_app,1,133.28,0.1,119.95,0
TXN_515750,CUST_05182,2025-03-04,SS24,COS,Jewelry,physical_store,3,213.16,0.02,626.69,0
TXN_268049,CUST_07008,2026-03-13,FW23,H&M,Bottoms,mobile_app,1,211.48,0.27,154.38,0
TXN_827658,CUST_05379,2025-11-02,FW24,Reserved,Underwear,mobile_app,4,134.16,0.35,348.82,0
TXN_285469,CUST_02301,2024-08-17,SS23,H&M,Accessories,email_campaign,1,123.13,0.04,118.2,0
TXN_106416,CUST_06229,2024-11-06,SS23,H&M,Sportswear,email_campaign,5,195.42,0.4,586.26,1
TXN_234062,CUST_01604,2025-03-27,SS23,Mango,Jewelry,email_campaign,4,216.17,0.4,518.81,0
TXN_241463,CUST_05884,2025-02-06,FW24,Reserved,Bottoms,loyalty_program,1,279.98,0.11,249.18,0
TXN_156068,CUST_01670,2026-02-18,SS24,Uniqlo,Sportswear,physical_store,2,221.82,0.37,279.49,0
TXN_889115,CUST_04360,2025-02-20,SS23,Bershka,Bags,physical_store,3,211.96,0.29,451.47,0
TXN_234130,CUST_01010,2025-04-24,FW23,Massimo Dutti,Accessories,physical_store,3,284.91,0.07,794.9,0
TXN_366825,CUST_02502,2025-08-05,SS24,Reserved,Sportswear,physical_store,1,19.11,0.38,11.85,0
TXN_261652,CUST_07656,2025-10-17,FW24,Reserved,Bags,email_campaign,1,42.3,0.38,26.23,0
TXN_572645,CUST_03591,2024-06-07,FW24,Uniqlo,Outerwear,loyalty_program,5,222.69,0.39,679.2,0
TXN_973048,CUST_04547,2024-07-15,FW24,Mango,Dresses,instagram_shop,2,151.88,0.01,300.72,0
TXN_736213,CUST_06422,2026-04-24,FW24,Uniqlo,Tops,physical_store,5,27.62,0.34,91.15,0
TXN_931338,CUST_01880,2024-07-25,SS24,Massimo Dutti,Bags,mobile_app,2,19.62,0.24,29.82,0
TXN_420427,CUST_00096,2024-08-05,SS23,H&M,Bags,ecommerce,2,105.99,0.09,192.9,0
TXN_170213,CUST_06902,2025-02-09,FW24,Stradivarius,Bottoms,physical_store,4,156.49,0.21,494.51,0
TXN_965968,CUST_04355,2025-08-19,FW23,Massimo Dutti,Accessories,loyalty_program,3,85.87,0.17,213.82,0
TXN_922375,CUST_04525,2025-01-05,SS23,Zara,Accessories,mobile_app,5,189.66,0.18,777.61,1
TXN_637387,CUST_05415,2025-12-31,SS24,Massimo Dutti,Underwear,email_campaign,2,165.61,0.38,205.36,1
TXN_914126,CUST_01269,2024-09-20,SS23,Reserved,Accessories,instagram_shop,4,296.56,0.21,937.13,1
TXN_980537,CUST_03681,2024-05-17,FW23,Reserved,Underwear,mobile_app,2,252.87,0.04,485.51,0
TXN_844984,CUST_02069,2026-02-04,FW23,Reserved,Bottoms,mobile_app,5,166.72,0.39,508.5,1
TXN_346903,CUST_01951,2024-07-11,SS23,Mango,Dresses,loyalty_program,2,181.78,0.07,338.11,1
TXN_694103,CUST_01721,2024-12-11,FW23,Massimo Dutti,Bags,ecommerce,1,123.64,0.33,82.84,1
TXN_955862,CUST_00958,2024-10-13,SS23,Mango,Outerwear,mobile_app,2,58.65,0.05,111.43,0
TXN_555051,CUST_03108,2026-04-20,SS23,Zara,Tops,email_campaign,1,210.57,0.15,178.98,1
TXN_849591,CUST_03164,2024-06-18,SS23,Zara,Bags,ecommerce,5,276.66,0.27,1009.81,0
TXN_164709,CUST_07514,2025-10-25,FW23,Massimo Dutti,Footwear,physical_store,3,121.27,0.04,349.26,0
TXN_924357,CUST_03953,2024-07-19,SS24,Pull&Bear,Bags,loyalty_program,1,180.98,0.3,126.69,0
TXN_717298,CUST_02591,2025-10-19,SS23,Zara,Tops,mobile_app,3,99.7,0.35,194.42,0
TXN_957074,CUST_06681,2025-01-23,SS24,Stradivarius,Jewelry,instagram_shop,4,275.63,0.0,1102.52,0
TXN_557086,CUST_03545,2026-02-19,FW24,Pull&Bear,Footwear,ecommerce,3,15.66,0.28,33.83,0
TXN_190745,CUST_05807,2026-04-23,SS23,Uniqlo,Footwear,ecommerce,4,275.67,0.12,970.36,0
TXN_720213,CUST_02202,2024-10-29,FW24,Zara,Bags,email_campaign,3,39.16,0.25,88.11,0
TXN_674865,CUST_01657,2025-04-25,SS24,Massimo Dutti,Bottoms,instagram_shop,5,230.45,0.17,956.37,1
TXN_736415,CUST_03761,2024-10-02,SS23,Massimo Dutti,Outerwear,email_campaign,5,190.32,0.06,894.5,0
TXN_224060,CUST_03870,2024-10-12,FW24,COS,Dresses,physical_store,5,160.8,0.25,603.0,0
TXN_984885,CUST_00635,2025-04-22,FW24,Pull&Bear,Tops,loyalty_program,5,134.33,0.15,570.9,1
TXN_552578,CUST_07218,2025-09-06,SS24,Bershka,Bags,email_campaign,2,16.45,0.03,31.91,1
TXN_680172,CUST_07002,2025-10-27,SS23,COS,Accessories,mobile_app,4,14.25,0.39,34.77,0
TXN_223499,CUST_03772,2025-01-19,FW24,Bershka,Footwear,loyalty_program,3,107.32,0.13,280.11,0
TXN_293858,CUST_06423,2024-06-18,SS23,H&M,Bags,loyalty_program,2,151.59,0.15,257.7,1
TXN_522379,CUST_07700,2025-12-09,FW23,Pull&Bear,Footwear,mobile_app,3,36.64,0.29,78.04,0
TXN_716179,CUST_00609,2025-12-13,FW24,Zara,Footwear,loyalty_program,5,283.47,0.13,1233.09,0
TXN_814096,CUST_02405,2025-08-07,SS24,Bershka,Tops,physical_store,2,40.51,0.22,63.2,0
TXN_232465,CUST_06918,2024-12-05,SS24,Bershka,Tops,loyalty_program,2,10.83,0.23,16.68,1
TXN_838330,CUST_07360,2026-04-18,SS24,Pull&Bear,Footwear,ecommerce,1,28.37,0.16,23.83,0
TXN_592833,CUST_01455,2025-11-12,FW23,Massimo Dutti,Jewelry,physical_store,2,249.9,0.11,444.82,0
TXN_956505,CUST_04232,2026-05-01,FW23,Mango,Footwear,loyalty_program,1,35.79,0.21,28.27,0
TXN_508405,CUST_07713,2025-09-02,SS24,Zara,Sportswear,ecommerce,1,49.5,0.17,41.09,0
TXN_161867,CUST_00749,2025-05-12,SS23,COS,Accessories,ecommerce,5,196.02,0.3,686.07,1
TXN_955933,CUST_05381,2025-11-05,SS23,Stradivarius,Bottoms,instagram_shop,4,266.9,0.04,1024.9,0
TXN_932511,CUST_03609,2026-03-23,SS23,COS,Bottoms,mobile_app,3,75.94,0.33,152.64,0
TXN_429158,CUST_05574,2026-04-03,SS23,Zara,Sportswear,physical_store,4,30.55,0.17,101.43,0
TXN_443124,CUST_05727,2024-12-06,SS24,Uniqlo,Bottoms,email_campaign,5,237.7,0.22,927.03,1
TXN_999115,CUST_03376,2025-01-12,SS24,Mango,Jewelry,physical_store,4,181.99,0.23,560.53,0
TXN_754736,CUST_06496,2025-01-08,FW23,Bershka,Outerwear,physical_store,1,129.88,0.29,92.21,1
TXN_174158,CUST_00290,2026-02-11,SS24,Stradivarius,Tops,mobile_app,2,271.48,0.29,385.5,0
TXN_172058,CUST_03836,2024-10-09,SS24,Uniqlo,Accessories,instagram_shop,5,126.94,0.27,463.33,0
TXN_541111,CUST_04341,2024-11-16,SS23,Pull&Bear,Footwear,email_campaign,2,107.83,0.37,135.87,0
TXN_329668,CUST_05879,2026-03-28,SS24,Reserved,Bags,email_campaign,4,139.85,0.24,425.14,0
TXN_338919,CUST_03134,2024-10-23,SS24,Pull&Bear,Bottoms,email_campaign,3,290.62,0.13,758.52,0
TXN_390141,CUST_05772,2025-06-02,SS23,Pull&Bear,Accessories,instagram_shop,3,25.38,0.33,51.01,1
TXN_267201,CUST_01687,2025-05-28,FW23,Zara,Jewelry,ecommerce,3,33.21,0.38,61.77,1
TXN_833832,CUST_02535,2025-05-30,SS23,COS,Dresses,mobile_app,3,41.06,0.2,98.54,0
TXN_506742,CUST_00776,2026-02-10,SS23,Mango,Accessories,physical_store,1,144.17,0.2,115.34,0
TXN_276360,CUST_05192,2024-06-07,SS23,Pull&Bear,Jewelry,physical_store,4,25.65,0.28,73.87,0
TXN_285730,CUST_00005,2025-06-18,SS23,Mango,Bottoms,instagram_shop,3,212.59,0.03,618.64,0
TXN_265579,CUST_07044,2024-10-04,FW24,Zara,Dresses,physical_store,3,262.85,0.02,772.78,0
TXN_463881,CUST_07918,2025-05-26,SS24,Bershka,Jewelry,physical_store,2,260.21,0.37,327.86,0
TXN_204745,CUST_06266,2025-02-12,FW24,Uniqlo,Bottoms,instagram_shop,3,22.7,0.33,45.63,1
TXN_718541,CUST_05521,2024-10-20,SS24,Zara,Outerwear,loyalty_program,1,279.91,0.28,201.54,0
TXN_810450,CUST_05095,2026-03-18,FW23,Reserved,Tops,mobile_app,1,294.93,0.12,259.54,1
TXN_132959,CUST_07194,2026-01-05,FW23,Pull&Bear,Tops,email_campaign,1,90.45,0.05,85.93,1
TXN_757311,CUST_05025,2024-05-21,SS23,Uniqlo,Accessories,email_campaign,3,28.67,0.22,67.09,1
TXN_355465,CUST_07449,2025-11-09,SS24,COS,Accessories,mobile_app,5,114.15,0.3,399.52,0
TXN_610544,CUST_04664,2025-05-01,SS23,Zara,Underwear,email_campaign,4,30.48,0.02,119.48,0
TXN_560568,CUST_03911,2024-10-23,SS24,Zara,Outerwear,instagram_shop,1,31.36,0.15,26.66,1
TXN_794379,CUST_01587,2025-08-06,SS24,Reserved,Jewelry,loyalty_program,2,217.82,0.38,270.1,0
TXN_495288,CUST_06215,2025-09-18,FW23,Stradivarius,Accessories,ecommerce,1,10.8,0.2,8.64,0
TXN_322839,CUST_03108,2025-11-23,SS24,Reserved,Bottoms,instagram_shop,3,250.24,0.03,728.2,0
TXN_710389,CUST_00500,2025-07-18,FW23,COS,Bottoms,mobile_app,1,143.21,0.1,128.89,0
TXN_873040,CUST_06450,2025-06-25,SS23,COS,Tops,loyalty_program,3,258.23,0.03,751.45,0
TXN_901432,CUST_07856,2024-06-12,FW24,Massimo Dutti,Footwear,mobile_app,1,113.28,0.0,113.28,0
TXN_330628,CUST_06509,2025-12-02,FW23,COS,Tops,physical_store,1,35.62,0.16,29.92,0
TXN_683515,CUST_06471,2025-01-24,FW24,Stradivarius,Jewelry,mobile_app,3,228.72,0.4,411.7,0
TXN_426825,CUST_01372,2025-11-12,FW24,Zara,Outerwear,mobile_app,5,223.7,0.31,771.76,0
TXN_248337,CUST_03748,2024-06-18,SS24,Stradivarius,Bags,mobile_app,2,241.22,0.35,313.59,0
TXN_828658,CUST_04881,2025-08-18,FW23,Zara,Sportswear,ecommerce,4,295.15,0.36,755.58,0
TXN_106416,CUST_01482,2025-05-19,FW23,Pull&Bear,Bottoms,ecommerce,2,75.43,0.3,105.6,1
TXN_649907,CUST_06436,2024-06-29,SS23,Massimo Dutti,Jewelry,instagram_shop,2,29.57,0.36,37.85,0
TXN_910342,CUST_00918,2024-06-03,FW24,Uniqlo,Bags,physical_store,3,174.0,0.17,433.26,0
TXN_428149,CUST_04661,2024-10-20,FW24,Bershka,Bottoms,loyalty_program,5,33.64,0.24,127.83,0
TXN_886864,CUST_06333,2025-04-11,SS24,Uniqlo,Sportswear,email_campaign,5,159.85,0.28,575.46,1
TXN_262081,CUST_04165,2025-09-27,FW24,Mango,Bags,physical_store,1,168.76,0.15,143.45,0
TXN_244810,CUST_01377,2025-06-22,FW24,Mango,Tops,ecommerce,1,200.62,0.4,120.37,0
TXN_755645,CUST_07590,2024-10-19,FW23,Mango,Bottoms,ecommerce,2,188.35,0.21,297.59,0
TXN_786642,CUST_01731,2026-02-05,FW23,Massimo Dutti,Dresses,ecommerce,3,90.83,0.39,166.22,0
TXN_110703,CUST_05514,2025-05-03,FW23,Zara,Bottoms,ecommerce,5,184.7,0.08,849.62,0
TXN_329656,CUST_06982,2026-03-16,FW23,Mango,Sportswear,instagram_shop,3,281.75,0.28,608.58,0
TXN_143441,CUST_07360,2025-12-27,FW23,Massimo Dutti,Dresses,instagram_shop,1,80.66,0.29,57.27,0
TXN_815319,CUST_06757,2026-03-19,SS23,Stradivarius,Jewelry,mobile_app,4,83.5,0.08,307.28,0
TXN_200614,CUST_05006,2025-01-24,FW23,Mango,Dresses,loyalty_program,4,113.19,0.36,289.77,0
TXN_815795,CUST_07237,2024-07-08,SS23,Bershka,Footwear,instagram_shop,2,297.28,0.04,570.78,1
TXN_328767,CUST_00977,2026-03-26,SS23,Reserved,Outerwear,loyalty_program,2,178.78,0.38,221.69,1
TXN_258162,CUST_04648,2025-07-28,SS23,Uniqlo,Dresses,instagram_shop,1,189.82,0.16,159.45,0
TXN_486478,CUST_07936,2026-04-22,FW24,Pull&Bear,Sportswear,ecommerce,5,26.19,0.16,110.0,0
TXN_637022,CUST_06587,2025-09-09,FW24,Stradivarius,Accessories,ecommerce,4,279.65,0.03,1085.04,0
TXN_415100,CUST_05374,2024-09-18,SS23,Bershka,Underwear,instagram_shop,3,235.84,0.31,488.19,0
TXN_335635,CUST_04649,2024-06-04,FW24,Stradivarius,Tops,physical_store,3,185.34,0.08,511.54,1
TXN_277149,CUST_03156,2025-04-16,FW23,Pull&Bear,Dresses,ecommerce,2,141.54,0.05,268.93,0
TXN_244121,CUST_07533,2025-12-07,SS24,Massimo Dutti,Accessories,physical_store,3,72.76,0.16,183.36,0
TXN_141199,CUST_04372,2026-01-23,FW24,COS,Jewelry,ecommerce,5,256.53,0.25,961.99,1
TXN_960525,CUST_05826,2025-03-15,SS23,COS,Jewelry,loyalty_program,2,195.44,0.29,277.52,0
TXN_351052,CUST_07269,2025-08-10,FW23,Reserved,Sportswear,mobile_app,2,68.28,0.14,117.44,0
TXN_357449,CUST_02135,2024-06-23,FW23,Zara,Outerwear,ecommerce,1,115.74,0.09,105.32,0
TXN_525373,CUST_00229,2024-05-13,SS24,Reserved,Accessories,instagram_shop,3,256.01,0.21,606.74,0
TXN_934735,CUST_03715,2024-05-30,FW24,COS,Footwear,loyalty_program,5,205.78,0.2,823.12,0
TXN_691729,CUST_03868,2025-10-14,SS24,Pull&Bear,Underwear,loyalty_program,3,290.44,0.17,723.2,1
TXN_318755,CUST_07421,2024-12-08,SS24,Mango,Dresses,mobile_app,4,289.05,0.03,1121.51,0
TXN_108304,CUST_04691,2025-07-18,SS24,COS,Footwear,email_campaign,3,16.41,0.28,35.45,0
TXN_438791,CUST_06443,2025-05-22,SS24,COS,Underwear,instagram_shop,2,230.51,0.24,350.38,0
TXN_114204,CUST_03712,2025-02-03,SS24,Mango,Outerwear,physical_store,2,42.71,0.37,53.81,1
TXN_953160,CUST_02342,2026-01-05,SS23,Reserved,Bags,email_campaign,3,62.65,0.05,178.55,0
TXN_415618,CUST_06363,2025-08-26,SS24,Reserved,Outerwear,loyalty_program,2,282.87,0.33,379.05,0
TXN_580140,CUST_01851,2025-01-28,SS23,Zara,Tops,email_campaign,5,129.66,0.26,479.74,0
TXN_248990,CUST_07634,2024-12-15,SS23,H&M,Accessories,loyalty_program,5,248.36,0.37,782.33,1
TXN_433799,CUST_01281,2025-02-03,FW23,Stradivarius,Footwear,loyalty_program,1,275.67,0.22,215.02,0
TXN_985146,CUST_05572,2025-02-17,FW24,Zara,Dresses,instagram_shop,5,241.27,0.1,1085.72,0
TXN_809577,CUST_00207,2024-07-17,FW24,Stradivarius,Bottoms,mobile_app,2,262.2,0.37,330.37,0
TXN_815095,CUST_02653,2025-01-18,FW24,Uniqlo,Outerwear,instagram_shop,4,48.29,0.17,160.32,0
TXN_148906,CUST_07577,2026-01-12,SS24,Mango,Sportswear,email_campaign,3,274.19,0.26,608.7,0
TXN_147846,CUST_00297,2026-04-11,SS23,Mango,Sportswear,loyalty_program,3,104.38,0.21,247.38,0
TXN_794752,CUST_06936,2025-12-26,FW23,H&M,Underwear,ecommerce,1,99.65,0.13,86.7,1
TXN_229413,CUST_06301,2025-07-02,FW23,Pull&Bear,Bags,loyalty_program,2,290.61,0.28,418.48,0
TXN_307739,CUST_03097,2024-12-16,SS24,Stradivarius,Bottoms,email_campaign,2,273.44,0.08,503.13,0
TXN_861532,CUST_05170,2025-11-07,FW24,Uniqlo,Accessories,mobile_app,1,184.26,0.07,171.36,0
TXN_816057,CUST_01746,2024-08-14,FW23,Mango,Bottoms,mobile_app,3,249.89,0.34,494.78,0
TXN_737454,CUST_01427,2025-09-16,SS23,Reserved,Accessories,instagram_shop,5,65.12,0.21,257.22,0
TXN_191338,CUST_04155,2025-05-09,SS24,Zara,Sportswear,instagram_shop,2,47.46,0.17,78.78,0
TXN_296542,CUST_03187,2026-03-17,FW24,H&M,Bags,mobile_app,5,293.07,0.02,1436.04,0
TXN_263547,CUST_03247,2025-04-11,SS23,Stradivarius,Bags,mobile_app,1,38.6,0.2,30.88,1
TXN_193994,CUST_07894,2024-06-11,FW24,Pull&Bear,Footwear,email_campaign,5,193.3,0.07,898.84,0
TXN_375414,CUST_01073,2025-03-20,FW23,Uniqlo,Outerwear,loyalty_program,4,68.08,0.18,223.3,0
TXN_765573,CUST_00869,2025-12-12,SS24,Reserved,Bottoms,physical_store,2,276.69,0.2,442.7,1
TXN_818618,CUST_05171,2024-06-19,FW23,Mango,Accessories,instagram_shop,5,54.73,0.33,183.35,0
TXN_453929,CUST_01729,2025-04-15,SS24,Zara,Underwear,mobile_app,2,248.1,0.25,372.15,0
TXN_158114,CUST_02224,2025-08-29,FW24,Bershka,Footwear,ecommerce,1,257.96,0.05,245.06,0
TXN_686039,CUST_07780,2026-04-30,SS24,H&M,Bags,physical_store,4,204.0,0.09,742.56,0
TXN_520785,CUST_05415,2026-04-23,SS23,Massimo Dutti,Footwear,loyalty_program,1,73.72,0.15,62.66,0
TXN_483123,CUST_03163,2025-09-14,SS23,Stradivarius,Footwear,instagram_shop,5,250.16,0.19,1013.15,0
