age,gender_enc,loyalty_tier_enc,preferred_channel_enc,country_enc,age_group_enc,last_purchase_days_ago,total_purchases,avg_order_value,total_revenue,email_open_rate,app_sessions_30d,returns_rate,support_tickets_12m,nps_score,omnichannel_flag,recency_score,frequency_score,monetary_score,revenue_per_purchase,engagement_index,risk_index,channel_diversity,discount_sensitivity,brand_loyalty_index,customer_id,churned
37,1,3,3,2,1.0,214,12,28.15,337.8,0.25,3,0.399,6,2.0,0,0.004651162790697674,2.5649493574615367,5.8254099627779,25.984615384615385,0.095,6,5.0,0.192,0.2,CUST_00909,1
42,1,0,0,0,2.0,330,24,117.76,2826.24,0.164,16,0.244,1,1.0,1,0.0030211480362537764,3.2188758248682006,7.947056249739257,113.0496,0.45586666666666664,3,2.0,0.255,0.5,CUST_00910,1
21,2,0,3,5,0.0,287,56,81.61,4570.16,0.089,58,0.066,4,8.0,1,0.003472222222222222,4.04305126783455,8.427522281000702,80.17824561403509,0.7133666666666667,5,4.0,0.20166666666666666,0.2,CUST_00911,1
27,0,1,5,6,1.0,175,55,107.14,5892.7,0.581,29,0.124,1,3.0,0,0.005681818181818182,4.02535169073515,8.681639262782685,105.22678571428571,0.36763333333333337,0,5.0,0.17857142857142858,0.16666666666666666,CUST_00912,1
20,0,3,0,6,0.0,201,76,25.87,1966.12,0.287,43,0.424,2,8.0,0,0.0049504950495049506,4.343805421853684,7.584325823137281,25.534025974025973,0.3727666666666667,4,5.0,0.194,0.2,CUST_00913,0
58,0,0,3,4,3.0,105,79,126.91,10025.89,0.053,53,0.321,5,3.0,1,0.009433962264150943,4.382026634673881,9.213025763083776,125.32362499999999,0.6692333333333333,3,1.0,0.25,0.5,CUST_00914,0
62,0,1,2,1,3.0,231,16,72.21,1155.36,0.52,51,0.162,7,10.0,0,0.004310344827586207,2.833213344056216,7.05303241943671,67.96235294117646,0.496,5,3.0,0.12333333333333334,0.3333333333333333,CUST_00915,1
35,1,0,4,4,1.0,98,22,116.96,2573.12,0.27,24,0.461,3,3.0,0,0.010101010101010102,3.1354942159291497,7.853263007116011,111.87478260869565,0.24100000000000005,3,3.0,0.24333333333333332,0.2,CUST_00916,0
64,1,0,3,0,3.0,103,44,29.14,1282.16,0.056,16,0.119,5,6.0,1,0.009615384615384616,3.8066624897703196,7.157081064556565,28.492444444444445,0.42346666666666666,2,4.0,0.21600000000000003,0.16666666666666666,CUST_00917,0
53,1,0,1,1,2.0,41,43,62.07,2669.01,0.314,13,0.04,7,6.0,1,0.023809523809523808,3.784189633918261,7.889837496705634,60.659318181818186,0.48086666666666666,2,5.0,0.18727272727272729,0.125,CUST_00918,0
64,0,1,5,1,3.0,151,79,137.48,10860.92,0.185,22,0.197,2,3.0,0,0.006578947368421052,4.382026634673881,9.29301837344154,135.7615,0.20216666666666666,0,2.0,0.065,0.5,CUST_00919,0
39,1,0,1,7,1.0,268,21,87.53,1838.13,0.291,23,0.051,7,2.0,1,0.0037174721189591076,3.091042453358316,7.5170479126985725,83.55136363636365,0.5406333333333333,5,4.0,0.202,0.16666666666666666,CUST_00920,0
51,0,0,4,9,2.0,327,8,49.86,398.88,0.422,16,0.285,2,9.0,0,0.003048780487804878,2.1972245773362196,5.99116450209898,44.32,0.23326666666666668,3,6.0,0.19500000000000003,0.16666666666666666,CUST_00921,1
64,1,1,2,6,3.0,352,49,84.48,4139.52,0.181,58,0.172,3,2.0,0,0.0028328611898017,3.912023005428146,8.32857666279659,82.7904,0.44096666666666673,5,2.0,0.03,0.3333333333333333,CUST_00922,0
25,0,3,3,0,0.0,278,6,25.44,152.64,0.1,51,0.3,1,1.0,0,0.0035842293906810036,1.9459101490553132,5.034612203477704,21.805714285714284,0.37,3,3.0,0.17666666666666667,0.25,CUST_00923,1
57,0,1,2,3,3.0,56,47,94.4,4436.8,0.358,45,0.261,6,8.0,0,0.017543859649122806,3.8712010109078907,8.397914037132317,92.43333333333334,0.40740000000000004,2,3.0,0.26,0.16666666666666666,CUST_00924,0
61,0,0,4,3,3.0,16,36,113.25,4077.0,0.347,16,0.132,3,2.0,0,0.058823529411764705,3.6109179126442243,8.3133619511344,110.1891891891892,0.21076666666666666,2,3.0,0.1,0.25,CUST_00925,0
36,1,0,1,5,1.0,222,23,78.38,1802.74,0.171,53,0.323,7,8.0,1,0.004484304932735426,3.1780538303479458,7.497617566067168,75.11416666666666,0.7046333333333333,6,4.0,0.135,0.25,CUST_00926,1
59,0,2,3,8,3.0,179,31,51.32,1590.92,0.087,13,0.192,2,3.0,1,0.005555555555555556,3.4657359027997265,7.37269611388541,49.71625,0.41276666666666667,0,3.0,0.296,0.2,CUST_00927,0
58,0,3,5,0,3.0,134,75,72.38,5428.5,0.305,58,0.026,6,0.0,0,0.007407407407407408,4.330733340286331,8.599602327656955,71.42763157894737,0.47816666666666674,2,2.0,0.2,0.3333333333333333,CUST_00928,0
54,1,1,0,8,2.0,258,62,52.85,3276.7,0.574,14,0.112,5,4.0,0,0.003861003861003861,4.143134726391533,8.0948972358966,52.011111111111106,0.26553333333333334,5,2.0,0.2066666666666667,0.3333333333333333,CUST_00929,1
23,0,2,2,7,0.0,62,57,47.63,2714.91,0.211,18,0.033,5,3.0,1,0.015873015873015872,4.060443010546419,7.906882351163419,46.808793103448274,0.48329999999999995,2,1.0,0.0,0.5,CUST_00930,0
43,0,3,4,3,2.0,123,70,100.94,7065.8,0.681,4,0.313,0,1.0,1,0.008064516129032258,4.2626798770413155,8.863163039738525,99.51830985915493,0.5309666666666667,1,2.0,0.295,0.3333333333333333,CUST_00931,0
51,0,0,3,0,2.0,42,65,193.55,12580.75,0.569,16,0.122,0,10.0,1,0.023255813953488372,4.189654742026425,9.440002630277508,190.61742424242425,0.5773666666666666,0,4.0,0.20714285714285713,0.16666666666666666,CUST_00932,0
62,0,0,1,1,3.0,299,37,63.52,2350.24,0.294,32,0.045,4,8.0,1,0.0033333333333333335,3.6375861597263857,7.762698127549311,61.84842105263157,0.6015333333333333,5,5.0,0.22,0.16666666666666666,CUST_00933,1
23,1,0,5,9,0.0,52,68,35.63,2422.84,0.658,38,0.033,4,4.0,1,0.018867924528301886,4.23410650459726,7.793108338410014,35.113623188405796,0.7507333333333333,2,2.0,0.11499999999999999,0.5,CUST_00934,0
54,1,0,1,2,2.0,312,75,25.52,1914.0,0.195,5,0.251,2,10.0,0,0.003194888178913738,4.330733340286331,7.557472901614746,25.18421052631579,0.09183333333333332,3,4.0,0.13166666666666668,0.2,CUST_00935,0
50,0,1,5,9,2.0,67,17,32.33,549.61,0.426,24,0.359,7,8.0,0,0.014705882352941176,2.8903717578961645,6.311026754548665,30.53388888888889,0.28780000000000006,3,3.0,0.2125,0.25,CUST_00936,1
39,2,0,3,5,1.0,59,7,313.38,2193.66,0.346,46,0.096,5,6.0,1,0.016666666666666666,2.0794415416798357,7.69378241601711,274.2075,0.7104666666666667,2,2.0,0.15000000000000002,0.3333333333333333,CUST_00937,0
38,0,1,0,3,1.0,304,52,200.93,10448.36,0.608,52,0.013,1,3.0,1,0.003278688524590164,3.970291913552122,9.254296011498328,197.1388679245283,0.8290666666666666,3,3.0,0.13999999999999999,0.2,CUST_00938,1
23,0,1,0,4,0.0,35,35,117.61,4116.35,0.184,16,0.329,3,5.0,0,0.027777777777777776,3.58351893845611,8.322965031515716,114.34305555555557,0.16186666666666666,3,5.0,0.17833333333333334,0.25,CUST_00939,0
23,0,2,4,4,0.0,136,2,151.63,303.26,0.374,55,0.185,1,8.0,1,0.0072992700729927005,1.0986122886681096,5.717882599034983,101.08666666666666,0.7788666666666666,2,3.0,0.0925,0.25,CUST_00940,0
21,0,2,4,2,0.0,76,40,35.65,1426.0,0.218,32,0.184,1,10.0,0,0.012987012987012988,3.713572066704308,7.2633296174768365,34.78048780487805,0.27873333333333333,0,3.0,0.27666666666666667,0.25,CUST_00941,0
47,0,3,5,3,2.0,242,37,126.03,4663.11,0.418,10,0.271,3,10.0,0,0.00411522633744856,3.6375861597263857,8.447652312657869,122.71342105263157,0.19206666666666666,5,3.0,0.17500000000000002,0.2,CUST_00942,0
28,1,1,5,0,1.0,288,57,134.94,7691.58,0.446,32,0.315,0,2.0,0,0.0034602076124567475,4.060443010546419,8.948011506882127,132.61344827586205,0.34713333333333335,4,3.0,0.1975,0.25,CUST_00943,1
47,1,3,5,1,2.0,221,10,50.93,509.3,0.486,27,0.231,0,3.0,1,0.0045045045045045045,2.3978952727983707,6.234998788069926,46.300000000000004,0.6257999999999999,3,3.0,0.20833333333333334,0.14285714285714285,CUST_00944,1
48,0,3,5,5,2.0,301,76,21.17,1608.92,0.47,41,0.001,5,6.0,1,0.0033112582781456954,4.343805421853684,7.383939767302953,20.895064935064937,0.7143333333333333,5,4.0,0.24714285714285714,0.125,CUST_00945,1
41,0,3,3,4,1.0,85,46,17.17,789.82,0.163,40,0.284,3,0.0,1,0.011627906976744186,3.8501476017100584,6.673070381821368,16.804680851063832,0.6155666666666666,2,4.0,0.215,0.16666666666666666,CUST_00946,0
26,1,3,3,2,0.0,123,5,75.67,378.35,0.49,58,0.118,7,10.0,1,0.008064516129032258,1.791759469228055,5.938459261784084,63.05833333333334,0.8336666666666668,2,4.0,0.25,0.16666666666666666,CUST_00947,0
20,1,0,0,9,0.0,195,5,37.04,185.2,0.051,54,0.046,3,4.0,1,0.00510204081632653,1.791759469228055,5.226821364842967,30.866666666666664,0.6753,5,4.0,0.16399999999999998,0.16666666666666666,CUST_00948,1
48,1,0,4,1,2.0,102,27,71.14,1920.78,0.364,4,0.076,5,6.0,1,0.009708737864077669,3.332204510175204,7.561007118878827,68.59928571428571,0.4358666666666666,2,2.0,0.255,0.2,CUST_00949,1
57,0,0,4,4,3.0,283,5,43.83,219.15,0.088,20,0.028,6,4.0,0,0.0035211267605633804,1.791759469228055,5.394309132201763,36.525,0.15973333333333334,5,2.0,0.355,0.5,CUST_00950,0
54,1,0,2,9,2.0,3,61,22.48,1371.28,0.131,29,0.103,0,5.0,1,0.25,4.127134385045092,7.22422886909666,22.11741935483871,0.5326333333333333,0,3.0,0.12333333333333334,0.25,CUST_00951,0
53,0,0,4,0,2.0,313,8,224.93,1799.44,0.434,45,0.234,7,6.0,1,0.0031847133757961785,2.1972245773362196,7.495786358457025,199.9377777777778,0.7302,5,4.0,0.32599999999999996,0.2,CUST_00952,0
41,0,1,4,9,1.0,247,31,23.47,727.57,0.113,25,0.075,6,4.0,0,0.004032258064516129,3.4657359027997265,6.591083708870868,22.7365625,0.20056666666666667,5,2.0,0.14250000000000002,0.25,CUST_00953,0
48,0,3,1,1,2.0,148,21,32.1,674.1,0.151,55,0.109,5,10.0,1,0.006711409395973154,3.091042453358316,6.514860828047825,30.64090909090909,0.7119666666666666,2,5.0,0.17,0.16666666666666666,CUST_00954,0
23,0,0,1,9,0.0,199,21,54.28,1139.88,0.194,2,0.184,1,8.0,0,0.005,3.091042453358316,7.039555173428512,51.81272727272728,0.07153333333333334,3,3.0,0.17333333333333334,0.25,CUST_00955,1
19,0,1,2,0,0.0,121,51,61.21,3121.71,0.304,48,0.213,3,9.0,1,0.00819672131147541,3.9512437185814275,8.04645649354134,60.03288461538462,0.7112,2,4.0,0.315,0.3333333333333333,CUST_00956,0
37,0,2,5,5,1.0,169,79,15.55,1228.45,0.082,20,0.138,0,2.0,1,0.0058823529411764705,4.382026634673881,7.114322193891545,15.355625,0.4579333333333333,0,2.0,0.395,0.3333333333333333,CUST_00957,0
45,0,1,2,1,2.0,1,59,105.29,6212.11,0.314,52,0.103,3,1.0,1,0.5,4.0943445622221,8.734416854719456,103.53516666666665,0.7408666666666667,2,3.0,0.248,0.25,CUST_00958,0
28,1,3,2,5,1.0,330,2,92.95,185.9,0.352,11,0.174,6,3.0,0,0.0030211480362537764,1.0986122886681096,5.230573714461517,61.96666666666667,0.17893333333333333,7,4.0,0.21800000000000003,0.2,CUST_00959,0
21,0,0,0,2,0.0,109,30,315.12,9453.6,0.046,6,0.273,6,2.0,1,0.00909090909090909,3.4339872044851463,9.154256674539267,304.9548387096774,0.3538,2,3.0,0.29333333333333333,0.25,CUST_00960,0
32,0,0,3,3,1.0,327,58,68.88,3995.04,0.267,25,0.131,1,1.0,0,0.003048780487804878,4.07753744390572,8.293059149728354,67.71254237288136,0.2467666666666667,3,4.0,0.2225,0.125,CUST_00961,1
23,0,3,4,9,0.0,10,20,50.52,1010.4,0.403,43,0.347,0,6.0,0,0.09090909090909091,3.044522437723423,6.919090788645883,48.114285714285714,0.4075666666666667,1,3.0,0.256,0.16666666666666666,CUST_00962,0
47,2,0,0,7,2.0,127,40,26.08,1043.2,0.627,55,0.195,3,4.0,1,0.0078125,3.713572066704308,6.951006320976452,25.44390243902439,0.8547666666666667,2,4.0,0.154,0.2,CUST_00963,0
55,0,0,3,5,2.0,157,29,19.72,571.88,0.066,54,0.035,3,7.0,1,0.006329113924050633,3.4011973816621555,6.350676270698685,19.062666666666665,0.6798,2,4.0,0.27166666666666667,0.2,CUST_00964,0
19,0,2,4,0,0.0,231,5,47.1,235.5,0.229,38,0.027,6,1.0,1,0.004310344827586207,1.791759469228055,5.465948207931987,39.25,0.6220333333333333,5,3.0,0.2833333333333333,0.3333333333333333,CUST_00965,1
32,0,3,2,4,1.0,15,10,19.05,190.5,0.316,12,0.061,2,7.0,1,0.0625,2.3978952727983707,5.254887808620701,17.318181818181817,0.4748,0,2.0,0.16666666666666666,0.25,CUST_00966,0
28,1,0,4,5,1.0,275,61,105.4,6429.4,0.553,13,0.161,2,7.0,0,0.0036231884057971015,4.127134385045092,8.768792023694937,103.69999999999999,0.2525666666666667,3,1.0,0.17,0.5,CUST_00967,0
25,2,0,5,4,0.0,46,1,38.77,38.77,0.173,24,0.067,1,6.0,1,0.02127659574468085,0.6931471805599453,3.6831128592195994,19.385,0.5119,2,3.0,0.18333333333333335,0.25,CUST_00968,0
43,0,0,5,9,2.0,274,47,145.94,6859.18,0.276,16,0.031,5,10.0,1,0.0036363636363636364,3.8712010109078907,8.833488959442748,142.89958333333334,0.48946666666666666,5,3.0,0.24,0.2,CUST_00969,1
62,0,0,2,2,3.0,106,57,68.94,3929.58,0.402,15,0.055,1,0.0,1,0.009345794392523364,4.060443010546419,8.276542276671252,67.75137931034483,0.5206,0,3.0,0.26,0.2,CUST_00970,0
61,1,3,1,6,3.0,3,14,71.12,995.68,0.204,27,0.065,3,1.0,1,0.25,2.70805020110221,6.9044297555535605,66.37866666666666,0.5412,2,4.0,0.16444444444444445,0.14285714285714285,CUST_00971,0
22,0,0,5,1,0.0,326,25,24.96,624.0,0.488,39,0.355,0,9.0,0,0.0030581039755351682,3.258096538021482,6.437751649736401,24.0,0.4064,4,3.0,0.1975,0.25,CUST_00972,1
23,0,1,2,4,0.0,253,21,91.63,1924.23,0.349,40,0.37,1,7.0,1,0.003937007874015748,3.091042453358316,7.5628007201041365,87.465,0.6713666666666667,4,3.0,0.125,0.25,CUST_00973,0
43,0,1,0,4,2.0,22,16,77.36,1237.76,0.307,17,0.179,3,3.0,0,0.043478260869565216,2.833213344056216,7.121866158265499,72.80941176470589,0.20543333333333336,2,6.0,0.23625000000000002,0.25,CUST_00974,0
21,0,3,1,1,0.0,55,74,11.64,861.36,0.103,3,0.209,3,0.0,1,0.017857142857142856,4.31748811353631,6.759672816889807,11.4848,0.3509,2,4.0,0.16714285714285712,0.14285714285714285,CUST_00975,0
36,0,3,5,6,1.0,297,32,151.9,4860.8,0.03,39,0.374,5,1.0,0,0.003355704697986577,3.4965075614664802,8.489164018694735,147.2969696969697,0.269,6,5.0,0.25333333333333335,0.2,CUST_00976,1
37,0,0,2,9,1.0,110,45,109.93,4946.85,0.111,55,0.09,6,9.0,0,0.009009009009009009,3.828641396489095,8.506708417773961,107.54021739130435,0.3999666666666667,2,3.0,0.2125,0.2,CUST_00977,0
50,1,3,2,0,2.0,223,64,28.95,1852.8,0.157,50,0.246,1,9.0,1,0.004464285714285714,4.174387269895637,7.524992865441733,28.504615384615384,0.6804333333333333,3,4.0,0.1975,0.25,CUST_00978,0
37,1,3,0,3,1.0,248,73,115.53,8433.69,0.121,16,0.465,0,5.0,1,0.004016064257028112,4.304065093204169,9.040108242674599,113.96878378378379,0.4429666666666667,4,3.0,0.275,0.25,CUST_00979,0
29,0,3,0,4,1.0,136,60,39.05,2343.0,0.179,54,0.045,1,9.0,1,0.0072992700729927005,4.110873864173311,7.759614150696903,38.40983606557377,0.7137,0,4.0,0.264,0.25,CUST_00980,0
64,1,0,1,6,3.0,321,19,32.54,618.26,0.145,32,0.091,1,6.0,0,0.003105590062111801,2.995732273553991,6.428525216805897,30.913,0.25683333333333336,3,3.0,0.15142857142857144,0.14285714285714285,CUST_00981,0
18,0,0,3,6,0.0,246,47,72.31,3398.57,0.339,38,0.013,5,9.0,0,0.004048582995951417,3.8712010109078907,8.131404232017939,70.80354166666667,0.35503333333333337,5,4.0,0.18833333333333332,0.2,CUST_00982,0
43,0,0,5,2,2.0,70,64,120.27,7697.28,0.115,23,0.166,3,3.0,1,0.014084507042253521,4.174387269895637,8.948752206266125,118.4196923076923,0.48783333333333334,2,1.0,0.05,0.5,CUST_00983,0
31,0,3,2,4,1.0,18,30,185.23,5556.9,0.162,18,0.216,1,3.0,1,0.05263157894736842,3.4339872044851463,8.622975618057106,179.25483870967741,0.4686,0,4.0,0.24,0.2,CUST_00984,0
55,1,3,1,5,2.0,186,47,222.64,10464.08,0.702,41,0.173,6,7.0,1,0.0053475935828877,3.8712010109078907,9.255799279380264,218.00166666666667,0.7839333333333334,5,4.0,0.20600000000000002,0.2,CUST_00985,1
54,1,3,1,9,2.0,117,33,15.3,504.9,0.325,59,0.183,4,1.0,0,0.00847457627118644,3.5263605246161616,6.22633902129789,14.85,0.49083333333333334,2,4.0,0.264,0.2,CUST_00986,0
28,1,3,0,0,1.0,257,21,13.45,282.45,0.255,59,0.135,1,8.0,0,0.003875968992248062,3.091042453358316,5.6470357407703125,12.838636363636363,0.4698333333333333,3,4.0,0.2275,0.2,CUST_00987,1
53,1,0,2,6,2.0,278,63,38.72,2439.36,0.037,45,0.181,5,9.0,1,0.0035842293906810036,4.1588830833596715,7.799900848387754,38.115,0.6111,5,2.0,0.19,0.3333333333333333,CUST_00988,1
30,1,1,4,2,1.0,95,42,26.52,1113.84,0.461,33,0.413,3,0.0,1,0.010416666666666666,3.7612001156935624,7.016466175839583,25.903255813953486,0.6583000000000001,3,2.0,0.245,0.5,CUST_00989,0
60,2,3,3,2,3.0,115,61,393.79,24021.19,0.267,29,0.044,1,3.0,1,0.008620689655172414,4.127134385045092,10.086733265499525,387.4385483870968,0.5734333333333334,0,4.0,0.1375,0.25,CUST_00990,0
20,1,0,3,1,0.0,62,43,68.32,2937.76,0.458,51,0.03,7,2.0,0,0.015873015873015872,3.784189633918261,7.985743002655806,66.76727272727273,0.47740000000000005,2,4.0,0.25125000000000003,0.14285714285714285,CUST_00991,0
50,1,3,0,4,2.0,275,68,46.14,3137.52,0.043,48,0.265,2,3.0,1,0.0036231884057971015,4.23410650459726,8.051506630208207,45.471304347826084,0.6329,3,2.0,0.29,0.3333333333333333,CUST_00992,0
23,0,3,2,6,0.0,315,26,35.39,920.14,0.217,30,0.173,3,1.0,0,0.0031645569620253164,3.295836866004329,6.825612033389368,34.07925925925926,0.2651,5,5.0,0.21125,0.14285714285714285,CUST_00993,0
27,0,0,1,0,1.0,124,33,64.01,2112.33,0.575,1,0.072,6,3.0,1,0.008,3.5263605246161616,7.656020181474852,62.12735294117647,0.47916666666666663,2,3.0,0.27,0.25,CUST_00994,0
22,0,3,3,5,0.0,80,33,10.03,330.99,0.59,40,0.052,6,8.0,1,0.012345679012345678,3.5263605246161616,5.80510484798093,9.735,0.7436666666666667,2,5.0,0.19,0.14285714285714285,CUST_00995,1
40,0,2,1,7,1.0,147,49,112.34,5504.66,0.287,14,0.088,2,4.0,1,0.006756756756756757,3.912023005428146,8.613531932978603,110.0932,0.4794333333333333,0,4.0,0.21125,0.16666666666666666,CUST_00996,0
27,0,0,5,7,1.0,22,41,167.44,6865.04,0.251,55,0.058,2,6.0,0,0.043478260869565216,3.7376696182833684,8.834342799808999,163.45333333333332,0.4419666666666667,0,3.0,0.095,0.25,CUST_00997,0
61,0,0,4,5,3.0,83,72,13.85,997.2,0.041,56,0.174,0,10.0,0,0.011904761904761904,4.290459441148391,6.905953657035509,13.66027397260274,0.38563333333333333,0,4.0,0.14500000000000002,0.2,CUST_00998,0
19,1,0,0,6,0.0,324,36,87.02,3132.72,0.294,45,0.009,1,2.0,0,0.003076923076923077,3.6109179126442243,8.049976076231626,84.6681081081081,0.38820000000000005,3,4.0,0.11600000000000002,0.2,CUST_00999,0
30,0,1,3,4,1.0,5,72,78.1,5623.2,0.166,48,0.066,1,1.0,0,0.16666666666666666,4.290459441148391,8.634833994735859,77.03013698630137,0.3698000000000001,0,4.0,0.15166666666666667,0.16666666666666666,CUST_01000,0
57,0,0,5,0,3.0,261,22,83.55,1838.1,0.335,58,0.135,1,4.0,0,0.003816793893129771,3.1354942159291497,7.517031600504935,79.91739130434782,0.48716666666666675,3,5.0,0.19499999999999998,0.16666666666666666,CUST_01001,1
19,0,0,5,1,0.0,280,47,82.82,3892.54,0.454,9,0.016,2,10.0,1,0.0035587188612099642,3.8712010109078907,8.26707404849708,81.09458333333333,0.4962,3,4.0,0.29,0.25,CUST_01002,1
37,2,0,4,4,1.0,129,20,23.34,466.8,0.351,5,0.037,4,5.0,1,0.007692307692307693,3.044522437723423,6.148040854150079,22.228571428571428,0.4386333333333333,2,4.0,0.20142857142857146,0.16666666666666666,CUST_01003,1
18,0,0,0,3,0.0,114,24,48.9,1173.6,0.046,32,0.115,5,2.0,1,0.008695652173913044,3.2188758248682006,7.068682943088419,46.943999999999996,0.5271333333333333,2,4.0,0.324,0.2,CUST_01004,0
54,0,0,0,4,2.0,284,43,109.57,4711.51,0.11,22,0.149,5,9.0,1,0.0035087719298245615,3.784189633918261,8.45797595376993,107.07977272727273,0.4796666666666667,5,1.0,0.25,0.5,CUST_01005,1
26,1,0,1,4,0.0,47,73,14.14,1032.22,0.593,41,0.075,4,8.0,1,0.020833333333333332,4.304065093204169,6.9404354183707655,13.948918918918919,0.7512333333333334,2,4.0,0.18,0.16666666666666666,CUST_01006,0
34,0,0,0,9,1.0,341,16,59.74,955.84,0.257,4,0.25,5,1.0,1,0.0029239766081871343,2.833213344056216,6.8636361883425865,56.22588235294118,0.40376666666666666,5,5.0,0.18857142857142858,0.16666666666666666,CUST_01007,1
26,0,0,5,6,0.0,188,27,86.2,2327.4,0.274,39,0.185,6,0.0,1,0.005291005291005291,3.332204510175204,7.75293661539758,83.12142857142858,0.6422,5,5.0,0.2057142857142857,0.16666666666666666,CUST_01008,1
28,0,1,1,1,1.0,19,45,40.95,1842.75,0.339,30,0.276,4,10.0,0,0.05,3.828641396489095,7.5195568200881295,40.05978260869565,0.3017,2,3.0,0.2075,0.2,CUST_01009,1
32,0,2,0,9,1.0,87,37,79.76,2951.12,0.17,13,0.138,6,0.0,1,0.011363636363636364,3.6375861597263857,7.9902788353006615,77.66105263157894,0.43766666666666665,2,5.0,0.1988888888888889,0.125,CUST_01010,1
41,2,0,4,6,1.0,142,13,56.37,732.81,0.231,5,0.009,0,10.0,1,0.006993006993006993,2.639057329615259,6.598250139519794,52.34357142857142,0.4026333333333333,0,3.0,0.285,0.16666666666666666,CUST_01011,0
55,0,3,5,8,2.0,251,51,45.89,2340.39,0.142,32,0.071,7,5.0,1,0.003968253968253968,3.9512437185814275,7.758500049087447,45.0075,0.5559333333333334,5,4.0,0.15125,0.16666666666666666,CUST_01012,0
52,0,3,2,1,2.0,326,2,38.78,77.56,0.55,59,0.038,6,8.0,0,0.0030581039755351682,1.0986122886681096,4.36386266404621,25.853333333333335,0.5583333333333333,7,4.0,0.1475,0.25,CUST_01013,1
47,0,0,4,6,2.0,8,76,151.4,11506.4,0.281,44,0.29,0,3.0,0,0.1111111111111111,4.343805421853684,9.350745585668847,149.43376623376622,0.3776333333333333,0,3.0,0.21166666666666667,0.25,CUST_01014,0
48,0,0,4,7,2.0,37,59,49.69,2931.71,0.642,31,0.291,2,2.0,1,0.02631578947368421,4.0943445622221,7.983682189216864,48.86183333333334,0.6992666666666667,0,5.0,0.27444444444444444,0.14285714285714285,CUST_01015,0
22,1,3,0,9,0.0,86,14,27.53,385.42,0.471,11,0.063,3,6.0,0,0.011494252873563218,2.70805020110221,5.9569248608332375,25.694666666666667,0.21463333333333331,2,3.0,0.14333333333333334,0.3333333333333333,CUST_01016,0
61,0,0,1,8,3.0,72,49,19.84,972.16,0.201,38,0.175,7,0.0,0,0.0136986301369863,3.912023005428146,6.880548508543921,19.4432,0.3136333333333334,2,2.0,0.16,0.2,CUST_01017,1
31,0,3,1,1,1.0,266,30,16.29,488.7,0.353,44,0.071,5,2.0,0,0.003745318352059925,3.4339872044851463,6.193792958708272,15.764516129032257,0.39923333333333333,5,2.0,0.12,0.2,CUST_01018,1
28,0,3,5,3,1.0,67,9,17.1,153.9,0.411,21,0.201,2,8.0,0,0.014705882352941176,2.302585092994046,5.042779747422823,15.39,0.2633,0,3.0,0.24666666666666667,0.25,CUST_01019,0
26,0,3,0,0,0.0,141,79,37.9,2994.1,0.12,13,0.2,3,10.0,0,0.007042253521126761,4.382026634673881,8.004732898973787,37.426249999999996,0.12266666666666667,2,6.0,0.15875,0.16666666666666666,CUST_01020,0
51,0,1,1,3,2.0,295,24,49.23,1181.52,0.127,34,0.054,4,2.0,0,0.0033783783783783786,3.2188758248682006,7.075403033542298,47.260799999999996,0.2647666666666667,5,3.0,0.1625,0.2,CUST_01021,1
29,1,3,3,7,1.0,64,41,42.62,1747.42,0.329,23,0.092,3,1.0,1,0.015384615384615385,3.7376696182833684,7.466467801953705,41.6052380952381,0.5520333333333334,2,3.0,0.24,0.3333333333333333,CUST_01022,0
52,1,2,2,7,2.0,30,60,27.99,1679.4,0.184,34,0.025,6,2.0,1,0.03225806451612903,4.110873864173311,7.426787139295227,27.531147540983607,0.5818666666666668,2,3.0,0.145,0.2,CUST_01023,0
52,1,1,3,5,2.0,45,32,35.31,1129.92,0.294,14,0.18,3,4.0,1,0.021739130434782608,3.4965075614664802,7.030786739750526,34.24,0.4815333333333333,2,5.0,0.24444444444444446,0.14285714285714285,CUST_01024,0
18,1,0,0,5,0.0,134,47,93.37,4388.39,0.598,12,0.01,5,9.0,1,0.007407407407407408,3.8712010109078907,8.386945544250462,91.42479166666668,0.5593999999999999,2,4.0,0.24833333333333332,0.2,CUST_01025,0
57,1,3,0,3,3.0,16,21,124.22,2608.62,0.27,39,0.216,3,8.0,1,0.058823529411764705,3.091042453358316,7.866959895847191,118.57363636363635,0.641,2,1.0,0.13,0.5,CUST_01026,0
39,0,3,1,9,1.0,278,42,212.5,8925.0,0.045,45,0.284,5,7.0,0,0.0035842293906810036,3.7612001156935624,9.096723645189215,207.5581395348837,0.31350000000000006,5,5.0,0.18833333333333332,0.2,CUST_01027,1
46,1,3,4,4,2.0,219,70,56.36,3945.2,0.369,20,0.015,1,8.0,1,0.004545454545454545,4.2626798770413155,8.28050836953536,55.56619718309859,0.5440333333333334,3,3.0,0.165,0.2,CUST_01028,0
25,1,0,0,6,0.0,277,2,156.91,313.82,0.171,57,0.048,2,7.0,1,0.0035971223021582736,1.0986122886681096,5.752001046926676,104.60666666666667,0.7313000000000001,5,3.0,0.20166666666666666,0.16666666666666666,CUST_01029,0
28,1,0,4,0,1.0,221,31,61.43,1904.33,0.127,2,0.06,7,6.0,0,0.0045045045045045045,3.4657359027997265,7.55241050090496,59.5103125,0.05143333333333334,5,2.0,0.20750000000000002,0.2,CUST_01030,0
